Player,POS,Team,Age,GP,W,L,Min,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,FP,DD2,TD3,+/-
Anthony Lamb,F,GSW,25.0,62.0,36.0,26.0,1195.0,415.0,148.0,314.0,47.1,73.0,199.0,36.7,46.0,60.0,76.7,56.0,159.0,215.0,96.0,54.0,28.0,20.0,134.0,907.0,0.0,0.0,32.0
Kevin Knox II,SF,POR,23.0,63.0,12.0,51.0,951.7,415.0,152.0,332.0,45.8,65.0,186.0,34.9,46.0,60.0,76.7,34.0,143.0,177.0,33.0,50.0,24.0,12.0,95.0,735.0,2.0,0.0,-226.0
Patrick Beverley,PG,CHI,34.0,67.0,34.0,33.0,1816.5,415.0,144.0,360.0,40.0,80.0,239.0,33.5,47.0,65.0,72.3,44.0,203.0,247.0,194.0,60.0,63.0,41.0,187.0,1254.0,2.0,0.0,-80.0
Jordan Goodwin,G,WAS,24.0,62.0,22.0,40.0,1105.4,407.0,158.0,353.0,44.8,38.0,118.0,32.2,53.0,69.0,76.8,57.0,148.0,205.0,168.0,57.0,58.0,26.0,95.0,1100.0,0.0,0.0,-117.0
Isaiah Hartenstein,C,NYK,24.0,82.0,47.0,35.0,1628.2,406.0,175.0,327.0,53.5,8.0,37.0,21.6,48.0,71.0,67.6,209.0,327.0,536.0,102.0,66.0,53.0,64.0,213.0,1487.0,2.0,0.0,151.0
Andre Drummond,C,CHI,29.0,67.0,32.0,35.0,849.1,399.0,166.0,274.0,60.6,0.0,3.0,0.0,67.0,125.0,53.6,138.0,306.0,444.0,33.0,75.0,45.0,27.0,117.0,1122.0,8.0,0.0,25.0
Oshae Brissett,SF,IND,24.0,65.0,27.0,38.0,1083.2,398.0,123.0,319.0,38.6,48.0,155.0,31.0,104.0,145.0,71.7,62.0,156.0,218.0,44.0,34.0,33.0,13.0,79.0,830.0,1.0,0.0,22.0
Gary Harris,SG,ORL,28.0,48.0,22.0,26.0,1184.4,397.0,138.0,307.0,45.0,94.0,218.0,43.1,27.0,30.0,90.0,21.0,77.0,98.0,59.0,28.0,45.0,12.0,93.0,746.0,0.0,0.0,-84.0
Jalen Johnson,SF,ATL,21.0,70.0,35.0,35.0,1041.6,395.0,158.0,322.0,49.1,30.0,104.0,28.8,49.0,78.0,62.8,51.0,231.0,282.0,83.0,41.0,38.0,34.0,113.0,1033.0,1.0,0.0,-10.0
Cam Reddish,SF,POR,23.0,40.0,14.0,26.0,989.6,387.0,139.0,312.0,44.6,45.0,144.0,31.3,64.0,75.0,85.3,18.0,70.0,88.0,57.0,47.0,39.0,14.0,72.0,690.0,0.0,0.0,-193.0
Mark Williams,C,CHA,21.0,43.0,18.0,25.0,828.0,387.0,160.0,251.0,63.7,0.0,0.0,0.0,67.0,97.0,69.1,93.0,211.0,304.0,18.0,40.0,28.0,45.0,94.0,958.0,11.0,0.0,-79.0
John Wall,PG,LAC,32.0,34.0,15.0,19.0,754.7,386.0,138.0,339.0,40.7,33.0,109.0,30.3,77.0,113.0,68.1,14.0,78.0,92.0,178.0,80.0,27.0,12.0,59.0,800.0,1.0,0.0,-106.0
Mike Muscala,C,BOS,31.0,63.0,32.0,31.0,945.1,383.0,131.0,292.0,44.9,81.0,207.0,39.1,40.0,52.0,76.9,37.0,166.0,203.0,50.0,23.0,15.0,24.0,98.0,796.0,0.0,0.0,204.0
Will Barton,G,TOR,32.0,56.0,27.0,29.0,993.0,379.0,138.0,364.0,37.9,66.0,180.0,36.7,37.0,47.0,78.7,15.0,122.0,137.0,112.0,48.0,28.0,13.0,56.0,786.0,0.0,0.0,-168.0
Edmond Sumner,PG,BKN,27.0,53.0,33.0,20.0,736.2,378.0,124.0,269.0,46.1,31.0,87.0,35.6,99.0,108.0,91.7,13.0,66.0,79.0,68.0,50.0,31.0,10.0,83.0,648.0,0.0,0.0,25.0
Alex Caruso,SG,CHI,29.0,67.0,33.0,34.0,1575.4,374.0,130.0,286.0,45.5,55.0,151.0,36.4,59.0,73.0,80.8,42.0,154.0,196.0,193.0,77.0,98.0,46.0,159.0,1254.0,1.0,0.0,199.0
Josh Christopher,SG,HOU,21.0,64.0,16.0,48.0,786.2,372.0,153.0,329.0,46.5,21.0,89.0,23.6,45.0,60.0,75.0,20.0,51.0,71.0,73.0,60.0,33.0,15.0,59.0,651.0,0.0,0.0,-225.0
Wenyen Gabriel,F,LAL,26.0,68.0,37.0,31.0,1023.8,372.0,155.0,260.0,59.6,10.0,36.0,27.8,52.0,84.0,61.9,116.0,170.0,286.0,36.0,46.0,26.0,35.0,144.0,906.0,0.0,0.0,-32.0
Delon Wright,SG,WAS,31.0,50.0,26.0,24.0,1221.2,369.0,138.0,291.0,47.4,41.0,119.0,34.5,52.0,60.0,86.7,58.0,122.0,180.0,194.0,44.0,92.0,17.0,59.0,1159.0,0.0,0.0,69.0
JaMychal Green,F,GSW,32.0,57.0,30.0,27.0,796.7,366.0,136.0,252.0,54.0,42.0,111.0,37.8,52.0,67.0,77.6,72.0,133.0,205.0,51.0,52.0,25.0,23.0,105.0,781.0,0.0,0.0,-156.0
Goran Dragic,PG,MIL,36.0,58.0,27.0,31.0,870.0,365.0,141.0,335.0,42.1,52.0,145.0,35.9,31.0,45.0,68.9,16.0,65.0,81.0,151.0,63.0,13.0,4.0,65.0,677.0,0.0,0.0,5.0
John Konchar,SG,MEM,27.0,72.0,45.0,27.0,1493.8,364.0,138.0,320.0,43.1,60.0,177.0,33.9,28.0,36.0,77.8,64.0,246.0,310.0,100.0,37.0,77.0,25.0,112.0,1155.0,2.0,0.0,209.0
Nickeil Alexander-Walker,SG,MIN,24.0,59.0,29.0,30.0,883.9,363.0,131.0,295.0,44.4,61.0,159.0,38.4,40.0,60.0,66.7,15.0,86.0,101.0,108.0,55.0,32.0,21.0,88.0,750.0,0.0,0.0,-51.0
Chris Duarte,SG,IND,25.0,46.0,19.0,27.0,897.2,362.0,123.0,333.0,36.9,55.0,174.0,31.6,61.0,72.0,84.7,19.0,96.0,115.0,64.0,41.0,25.0,9.0,65.0,657.0,0.0,0.0,-114.0
Dario Saric,PF,OKC,29.0,57.0,26.0,31.0,806.0,362.0,127.0,277.0,45.8,45.0,115.0,39.1,63.0,76.0,82.9,53.0,154.0,207.0,74.0,55.0,20.0,7.0,99.0,747.0,2.0,0.0,37.0
Steven Adams,C,MEM,29.0,42.0,28.0,14.0,1133.3,361.0,157.0,263.0,59.7,0.0,1.0,0.0,47.0,129.0,36.4,214.0,271.0,485.0,97.0,79.0,36.0,46.0,98.0,1256.0,15.0,0.0,243.0
Christian Braun,G,DEN,22.0,76.0,49.0,27.0,1181.1,360.0,143.0,289.0,49.5,34.0,96.0,35.4,40.0,64.0,62.5,48.0,133.0,181.0,59.0,35.0,41.0,17.0,101.0,805.0,0.0,0.0,-114.0
Nassir Little,SF,POR,23.0,54.0,22.0,32.0,976.1,359.0,134.0,303.0,44.2,58.0,158.0,36.7,33.0,46.0,71.7,27.0,114.0,141.0,50.0,36.0,20.0,20.0,66.0,687.0,0.0,0.0,-190.0
Isaiah Livers,PF,DET,24.0,52.0,10.0,42.0,1198.7,346.0,120.0,288.0,41.7,74.0,203.0,36.5,32.0,39.0,82.1,28.0,115.0,143.0,41.0,30.0,28.0,28.0,103.0,717.0,1.0,0.0,-202.0
Landry Shamet,SG,PHX,26.0,40.0,19.0,21.0,806.9,346.0,113.0,300.0,37.7,75.0,199.0,37.7,45.0,51.0,88.2,11.0,56.0,67.0,93.0,36.0,26.0,5.0,61.0,623.0,0.0,0.0,38.0
Lamar Stevens,F,CLE,25.0,62.0,39.0,23.0,1120.5,328.0,129.0,288.0,44.8,30.0,95.0,31.6,40.0,57.0,70.2,48.0,159.0,207.0,33.0,27.0,27.0,19.0,79.0,737.0,1.0,0.0,6.0
Simone Fontecchio,F,UTA,27.0,52.0,25.0,27.0,765.8,328.0,115.0,312.0,36.9,63.0,191.0,33.0,35.0,44.0,79.5,31.0,55.0,86.0,42.0,39.0,15.0,8.0,62.0,524.0,0.0,0.0,-205.0
Mo Bamba,C,LAL,24.0,49.0,25.0,24.0,768.4,323.0,117.0,241.0,48.5,48.0,124.0,38.7,41.0,62.0,66.1,58.0,167.0,225.0,46.0,30.0,13.0,43.0,105.0,800.0,2.0,0.0,8.0
Yuta Watanabe,SF,BKN,28.0,58.0,30.0,28.0,927.8,322.0,114.0,232.0,49.1,60.0,135.0,44.4,34.0,47.0,72.3,30.0,111.0,141.0,48.0,22.0,25.0,17.0,80.0,667.0,0.0,0.0,-7.0
Chimezie Metu,PF,SAC,26.0,66.0,41.0,25.0,689.0,321.0,129.0,219.0,58.9,9.0,38.0,23.7,54.0,73.0,74.0,47.0,151.0,198.0,40.0,32.0,22.0,21.0,81.0,716.0,0.0,0.0,88.0
Montrezl Harrell,C,PHI,29.0,57.0,35.0,22.0,681.1,320.0,125.0,209.0,59.8,0.0,6.0,0.0,70.0,101.0,69.3,67.0,92.0,159.0,33.0,35.0,17.0,25.0,75.0,651.0,1.0,0.0,19.0
Derrick Jones Jr.,SF,CHI,26.0,64.0,29.0,35.0,893.4,319.0,115.0,230.0,50.0,27.0,80.0,33.8,62.0,84.0,73.8,60.0,93.0,153.0,34.0,25.0,29.0,37.0,86.0,727.0,0.0,0.0,122.0
Joe Ingles,SG,MIL,35.0,46.0,32.0,14.0,1043.5,317.0,108.0,248.0,43.5,83.0,203.0,40.9,18.0,21.0,85.7,13.0,115.0,128.0,150.0,55.0,33.0,6.0,74.0,758.0,1.0,0.0,80.0
T.J. Warren,SF,PHX,29.0,42.0,26.0,16.0,686.7,314.0,132.0,270.0,48.9,22.0,67.0,32.8,28.0,35.0,80.0,26.0,95.0,121.0,40.0,20.0,22.0,12.0,65.0,601.0,0.0,0.0,55.0
Ty Jerome,SG,GSW,25.0,45.0,22.0,23.0,815.6,309.0,118.0,242.0,48.8,35.0,90.0,38.9,38.0,41.0,92.7,7.0,71.0,78.0,135.0,30.0,23.0,5.0,64.0,659.0,0.0,0.0,-92.0
Moses Moody,SG,GSW,20.0,63.0,37.0,26.0,817.1,302.0,108.0,227.0,47.6,49.0,135.0,36.3,37.0,53.0,69.8,28.0,77.0,105.0,51.0,34.0,18.0,7.0,54.0,546.0,0.0,0.0,-7.0
R.J. Hampton,PG,DET,22.0,47.0,9.0,38.0,749.6,302.0,102.0,237.0,43.0,41.0,116.0,35.3,57.0,76.0,75.0,18.0,69.0,87.0,54.0,42.0,27.0,9.0,51.0,553.0,0.0,0.0,-140.0
Romeo Langford,SG,SAS,23.0,43.0,14.0,29.0,844.3,297.0,121.0,259.0,46.7,16.0,61.0,26.2,39.0,56.0,69.6,57.0,57.0,114.0,50.0,30.0,24.0,13.0,67.0,590.0,0.0,0.0,-180.0
Vlatko Cancar,SF,DEN,26.0,60.0,38.0,22.0,889.0,297.0,108.0,227.0,47.6,43.0,115.0,37.4,38.0,41.0,92.7,24.0,104.0,128.0,80.0,37.0,22.0,14.0,84.0,642.0,1.0,0.0,-66.0
Theo Maledon,PG,CHA,21.0,44.0,14.0,30.0,853.7,295.0,102.0,254.0,40.2,28.0,95.0,29.5,63.0,74.0,85.1,14.0,109.0,123.0,152.0,59.0,37.0,12.0,61.0,759.0,1.0,0.0,-147.0
Matisse Thybulle,SG,POR,26.0,71.0,38.0,33.0,1200.4,293.0,110.0,253.0,43.5,54.0,148.0,36.5,19.0,28.0,67.9,40.0,100.0,140.0,53.0,24.0,83.0,32.0,113.0,862.0,0.0,0.0,-14.0
Rudy Gay,SF,UTA,36.0,56.0,29.0,27.0,815.6,293.0,109.0,288.0,37.8,33.0,131.0,25.2,42.0,49.0,85.7,33.0,130.0,163.0,57.0,37.0,19.0,18.0,68.0,648.0,0.0,0.0,57.0
Jeremiah Robinson-Earl,PF,OKC,22.0,43.0,16.0,27.0,813.7,292.0,110.0,248.0,44.4,37.0,111.0,33.3,35.0,42.0,83.3,71.0,109.0,180.0,43.0,19.0,24.0,11.0,71.0,659.0,1.0,0.0,-10.0
Ben Simmons,PG,BKN,26.0,42.0,24.0,18.0,1105.0,291.0,133.0,235.0,56.6,0.0,2.0,0.0,25.0,57.0,43.9,40.0,223.0,263.0,256.0,97.0,54.0,24.0,139.0,1128.0,4.0,1.0,40.0
Kris Dunn,G,UTA,29.0,22.0,8.0,14.0,567.5,290.0,116.0,216.0,53.7,17.0,36.0,47.2,41.0,53.0,77.4,9.0,91.0,100.0,124.0,35.0,25.0,10.0,58.0,666.0,3.0,0.0,-62.0
Jaylin Williams,F,OKC,20.0,49.0,23.0,26.0,914.2,288.0,102.0,234.0,43.6,46.0,113.0,40.7,38.0,54.0,70.4,44.0,197.0,241.0,76.0,37.0,28.0,12.0,111.0,774.0,0.0,0.0,-90.0
Robert Covington,PF,LAC,32.0,48.0,20.0,28.0,778.6,288.0,102.0,229.0,44.5,54.0,136.0,39.7,30.0,40.0,75.0,31.0,135.0,166.0,57.0,32.0,38.0,33.0,86.0,754.0,0.0,0.0,-7.0
Paul Reed,SF,PHI,23.0,69.0,44.0,25.0,755.2,287.0,124.0,209.0,59.3,1.0,6.0,16.7,38.0,51.0,74.5,112.0,150.0,262.0,27.0,45.0,45.0,51.0,123.0,885.0,5.0,0.0,-17.0
Jae'Sean Tate,SF,HOU,27.0,31.0,7.0,24.0,677.5,283.0,110.0,229.0,48.0,13.0,46.0,28.3,50.0,69.0,72.5,41.0,77.0,118.0,84.0,47.0,21.0,7.0,106.0,588.0,0.0,0.0,-94.0
Robert Williams III,C,BOS,25.0,35.0,24.0,11.0,823.5,279.0,127.0,170.0,74.7,0.0,1.0,0.0,25.0,41.0,61.0,104.0,188.0,292.0,50.0,34.0,22.0,48.0,68.0,880.0,6.0,0.0,173.0
Eugene Omoruyi,F,DET,26.0,40.0,10.0,30.0,645.3,278.0,101.0,228.0,44.3,25.0,89.0,28.1,51.0,75.0,68.0,43.0,68.0,111.0,28.0,34.0,28.0,3.0,91.0,512.0,0.0,0.0,-41.0
Zeke Nnaji,PF,DEN,22.0,53.0,34.0,19.0,727.8,277.0,110.0,196.0,56.1,17.0,65.0,26.2,40.0,62.0,64.5,65.0,73.0,138.0,18.0,31.0,17.0,23.0,105.0,559.0,1.0,0.0,-97.0
Aleksej Pokusevski,F,OKC,21.0,34.0,16.0,18.0,701.3,276.0,108.0,249.0,43.4,38.0,104.0,36.5,22.0,35.0,62.9,45.0,114.0,159.0,64.0,43.0,20.0,43.0,58.0,709.0,3.0,0.0,-196.0
Payton Pritchard,PG,BOS,25.0,48.0,32.0,16.0,642.8,270.0,101.0,245.0,41.2,56.0,154.0,36.4,12.0,16.0,75.0,25.0,63.0,88.0,64.0,40.0,14.0,1.0,37.0,477.0,1.0,1.0,12.0
Danuel House Jr.,SF,PHI,29.0,56.0,38.0,18.0,807.0,268.0,93.0,197.0,47.2,37.0,110.0,33.6,45.0,60.0,75.0,9.0,85.0,94.0,44.0,26.0,14.0,9.0,69.0,490.0,0.0,0.0,-16.0
Duncan Robinson,F,MIA,29.0,42.0,19.0,23.0,690.5,268.0,88.0,237.0,37.1,63.0,192.0,32.8,29.0,32.0,90.6,8.0,61.0,69.0,46.0,28.0,14.0,0.0,77.0,434.0,0.0,0.0,-56.0
MarJon Beauchamp,F,MIL,22.0,52.0,34.0,18.0,701.4,266.0,96.0,243.0,39.5,47.0,142.0,33.1,27.0,37.0,73.0,38.0,77.0,115.0,35.0,45.0,21.0,7.0,70.0,496.0,0.0,0.0,-99.0
P.J. Tucker,PF,PHI,37.0,75.0,48.0,27.0,1920.1,266.0,96.0,225.0,42.7,55.0,140.0,39.3,19.0,23.0,82.6,95.0,200.0,295.0,60.0,44.0,39.0,15.0,180.0,828.0,0.0,0.0,135.0
Bismack Biyombo,C,PHX,30.0,61.0,33.0,28.0,874.1,263.0,119.0,206.0,57.8,0.0,0.0,0.0,25.0,70.0,35.7,89.0,171.0,260.0,56.0,51.0,18.0,88.0,114.0,926.0,3.0,0.0,48.0
Sandro Mamukelashvili,PF,SAS,23.0,43.0,23.0,20.0,659.7,263.0,97.0,230.0,42.2,30.0,99.0,30.3,39.0,57.0,68.4,70.0,115.0,185.0,62.0,35.0,14.0,12.0,52.0,621.0,2.0,0.0,-114.0
JT Thor,F,CHA,20.0,69.0,22.0,47.0,968.8,262.0,95.0,238.0,39.9,39.0,123.0,31.7,33.0,47.0,70.2,36.0,116.0,152.0,36.0,44.0,22.0,23.0,66.0,589.0,0.0,0.0,-163.0
Willy Hernangomez,C,NOP,28.0,38.0,23.0,15.0,457.7,262.0,89.0,169.0,52.7,3.0,11.0,27.3,81.0,104.0,77.9,58.0,122.0,180.0,33.0,39.0,17.0,13.0,64.0,579.0,2.0,0.0,19.0
Luke Kornet,C,BOS,27.0,69.0,45.0,24.0,804.1,261.0,113.0,170.0,66.5,3.0,13.0,23.1,32.0,39.0,82.1,86.0,111.0,197.0,53.0,25.0,11.0,46.0,81.0,723.0,0.0,0.0,61.0
Garrison Mathews,SG,ATL,26.0,54.0,16.0,38.0,686.3,257.0,73.0,201.0,36.3,63.0,180.0,35.0,48.0,53.0,90.6,11.0,62.0,73.0,26.0,19.0,24.0,5.0,62.0,452.0,0.0,0.0,-87.0
Austin Rivers,SG,MIN,30.0,52.0,25.0,27.0,1016.3,255.0,91.0,209.0,43.5,43.0,123.0,35.0,30.0,39.0,76.9,5.0,78.0,83.0,75.0,23.0,28.0,4.0,80.0,540.0,0.0,0.0,-142.0
Ish Wainright,F,PHX,28.0,60.0,33.0,27.0,915.1,251.0,84.0,227.0,37.0,57.0,173.0,32.9,26.0,31.0,83.9,45.0,94.0,139.0,53.0,22.0,38.0,22.0,117.0,655.0,0.0,0.0,92.0
Aaron Holiday,G,ATL,26.0,63.0,32.0,31.0,845.3,247.0,92.0,220.0,41.8,36.0,88.0,40.9,27.0,32.0,84.4,25.0,49.0,74.0,89.0,36.0,37.0,12.0,79.0,580.0,0.0,0.0,17.0
Bryce McGowens,G,CHA,20.0,46.0,16.0,30.0,787.0,246.0,80.0,202.0,39.6,26.0,80.0,32.5,60.0,80.0,75.0,20.0,73.0,93.0,54.0,43.0,15.0,6.0,48.0,459.0,0.0,0.0,-150.0
Malachi Flynn,PG,TOR,24.0,53.0,29.0,24.0,690.8,246.0,87.0,242.0,36.0,47.0,133.0,35.3,25.0,33.0,75.8,15.0,61.0,76.0,70.0,25.0,21.0,4.0,65.0,492.0,0.0,0.0,-40.0
Patty Mills,PG,BKN,34.0,40.0,18.0,22.0,566.6,246.0,86.0,209.0,41.1,49.0,134.0,36.6,25.0,30.0,83.3,8.0,36.0,44.0,56.0,30.0,15.0,3.0,32.0,407.0,0.0,0.0,-66.0
Duane Washington Jr.,PG,NYK,23.0,31.0,17.0,14.0,393.8,244.0,94.0,256.0,36.7,40.0,111.0,36.0,16.0,24.0,66.7,2.0,34.0,36.0,63.0,34.0,6.0,4.0,23.0,378.0,0.0,0.0,-6.0
Thaddeus Young,PF,TOR,34.0,54.0,23.0,31.0,795.5,240.0,108.0,198.0,54.5,6.0,34.0,17.6,18.0,26.0,69.2,71.0,95.0,166.0,75.0,42.0,54.0,5.0,88.0,687.0,0.0,0.0,-92.0
Cade Cunningham,PG,DET,21.0,12.0,3.0,9.0,400.2,239.0,93.0,224.0,41.5,17.0,61.0,27.9,36.0,43.0,83.7,12.0,62.0,74.0,72.0,39.0,10.0,7.0,34.0,448.0,3.0,0.0,-60.0
Haywood Highsmith,F,MIA,26.0,54.0,28.0,26.0,969.4,236.0,93.0,216.0,43.1,37.0,109.0,33.9,13.0,28.0,46.4,57.0,131.0,188.0,43.0,45.0,36.0,17.0,82.0,640.0,2.0,0.0,-103.0
Jaxson Hayes,C,NOP,22.0,47.0,22.0,25.0,610.1,233.0,86.0,156.0,55.1,3.0,29.0,10.3,58.0,83.0,69.9,39.0,93.0,132.0,34.0,31.0,20.0,19.0,67.0,528.0,0.0,0.0,-70.0
George Hill,PG,IND,36.0,46.0,27.0,19.0,833.3,232.0,78.0,166.0,47.0,34.0,95.0,35.8,42.0,55.0,76.4,15.0,70.0,85.0,110.0,34.0,26.0,6.0,55.0,561.0,0.0,0.0,41.0
Day'Ron Sharpe,C,BKN,21.0,48.0,22.0,26.0,552.5,227.0,93.0,171.0,54.4,6.0,11.0,54.5,35.0,55.0,63.6,99.0,101.0,200.0,37.0,42.0,15.0,32.0,89.0,622.0,2.0,0.0,-101.0
Dyson Daniels,G,NOP,20.0,59.0,33.0,26.0,1042.1,227.0,87.0,208.0,41.8,27.0,86.0,31.4,26.0,40.0,65.0,36.0,152.0,188.0,134.0,57.0,43.0,11.0,99.0,759.0,0.0,0.0,-7.0
Daishen Nix,SG,HOU,21.0,57.0,15.0,42.0,914.4,226.0,81.0,237.0,34.2,40.0,140.0,28.6,24.0,36.0,66.7,18.0,80.0,98.0,132.0,86.0,31.0,7.0,59.0,570.0,0.0,0.0,-151.0
Usman Garuba,PF,HOU,21.0,75.0,21.0,54.0,970.2,225.0,86.0,177.0,48.6,24.0,59.0,40.7,29.0,47.0,61.7,120.0,187.0,307.0,64.0,47.0,44.0,29.0,135.0,861.0,0.0,0.0,-253.0
Darius Bazley,PF,PHX,22.0,43.0,19.0,24.0,616.2,224.0,83.0,183.0,45.4,20.0,53.0,37.7,38.0,70.0,54.3,34.0,104.0,138.0,38.0,27.0,22.0,34.0,44.0,588.0,0.0,0.0,-70.0
Miles McBride,PG,NYK,22.0,64.0,36.0,28.0,760.2,222.0,77.0,215.0,35.8,40.0,134.0,29.9,28.0,42.0,66.7,13.0,37.0,50.0,72.0,25.0,37.0,8.0,60.0,500.0,0.0,0.0,53.0
Svi Mykhailiuk,SG,CHA,25.0,32.0,16.0,16.0,467.9,222.0,77.0,173.0,44.5,42.0,99.0,42.4,26.0,39.0,66.7,15.0,38.0,53.0,53.0,24.0,15.0,4.0,23.0,398.0,0.0,0.0,20.0
Maxi Kleber,PF,DAL,31.0,37.0,18.0,19.0,929.8,220.0,77.0,169.0,45.6,39.0,112.0,34.8,27.0,38.0,71.1,30.0,105.0,135.0,52.0,27.0,12.0,30.0,85.0,559.0,0.0,0.0,-43.0
